Value,ar,ca,cs,da,de,el,en,en_AU,en_GB,es,es_419,fi,fr,fr_CA,he,hi,hr,hu,id,it,ja,ko,ms,nl,no,pl,pt,pt_PT,ro,ru,sk,sv,th,tr,uk,vi,zh_CN,zh_HK,zh_TW
61501,‏AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,AirDrop,隔空投送,AirDrop,AirDrop
61497,سهم اتجاهات في شكل معيّن,Rombe amb una fletxa de direccions,Směrová šipka v kosočtverci,Retningspil i rombe,Richtungspfeil – Raute,Βέλος οδηγιών σε ρόμβο,Directions Arrow Diamond,Directions Arrow Diamond,Directions Arrow Diamond,Rombo con una flecha de dirección,Flecha de dirección en rombo,Suuntanuoli vinoneliössä,Flèche directionnelle dans un losange,Losange avec flèche de direction,יהלום חיצי כיוונים,दिशानिर्देश तीर डायमंड,Strelica smjera u dijamantu,Irányjelző nyíl egy rombuszban,Berlian Panah Arah,Rombo con freccia direzionale,方向矢印（ひし形）,다이아몬드 방향 화살표,Daiman Anak Panah Arah,Routepijl in ruit,Retningspil i ruterform,Strzałka wskazówek w rombie,Losango com Setas de Direção,Seta de indicações num losango,Romb cu săgeată de direcție,Стрелка направления в ромбе,Smerová šípka v kosoštvorci,Riktningspil i romb,ลูกศรชี้ทิศทางอยู่ในเพชร,Baklava Şeklinde Yol Tarifi Oku,Ромб зі стрілкою напрямку,Hình thoi mũi tên chỉ đường,方向箭头菱形,方向箭嘴菱形,方向箭頭菱形
61498,سهم اتجاهات في دائرة,Cercle amb una fletxa de direccions,Směrová šipka v kroužku,Retningspil i cirkel,Richtungspfeil – Kreis,Βέλος οδηγιών σε κύκλο,Directions Arrow Circle,Directions Arrow Circle,Directions Arrow Circle,Círculo con una flecha de dirección,Flecha de dirección en círculo,Suuntanuoli ympyrässä,Flèche directionnelle dans un cercle,Cercle avec flèche de direction,עיגול חיצי כיוונים,दिशानिर्देश तीर वृत्त,Strelica smjera u krugu,Irányjelző nyíl egy körben,Lingkaran Panah Arah,Cerchio con freccia direzionale,方向矢印（丸）,원형 방향 화살표,Bulatan Anak Panah Arah,Routepijl in cirkel,Retningspil i sirkel,Strzałka wskazówek w kółku,Círculo com Setas de Direção,Seta de indicações num círculo,Cerc cu săgeată de direcție,Стрелка направления в кружке,Smerová šípka v kruhu,Riktningspil i cirkel,ลูกศรชี้ทิศทางอยู่ในวงกลม,Daire Şeklinde Yol Tarifi Oku,Коло зі стрілкою напрямку,Hình tròn mũi tên chỉ đường,方向箭头圆圈,方向箭嘴圓圈,方向箭頭圓圈
61499,صوت AirPlay,Àudio de l’AirPlay,AirPlay audio,AirPlay-lyd,AirPlay-Audio,Αναπαραγωγή ήχου μέσω AirPlay,AirPlay Audio,AirPlay Audio,AirPlay Audio,Audio de AirPlay,Audio de AirPlay,AirPlay-ääni,Audio AirPlay,Audio avec AirPlay,שמע של AirPlay,AirPlay ऑडियो,Audio AirPlay,AirPlay-hang,Audio AirPlay,Riproduci audio tramite AirPlay,AirPlayオーディオ,오디오 AirPlay,Audio AirPlay,AirPlay-audio,AirPlay-lyd,Dźwięk AirPlay,Áudio do AirPlay,Áudio com AirPlay,Audio prin AirPlay,Аудиотрансляция AirPlay,AirPlay Audio,AirPlay-ljud,เสียง AirPlay,AirPlay Ses,Відтворити аудіо через AirPlay,Âm thanh AirPlay,隔空播放音频,AirPlay音訊,AirPlay音訊
61500,فيديو AirPlay,Vídeo de l’AirPlay,AirPlay video,AirPlay-video,AirPlay-Video,Αναπαραγωγή βίντεο μέσω AirPlay,AirPlay Video,AirPlay Video,AirPlay Video,Vídeo de AirPlay,Video de AirPlay,AirPlay-video,Vidéo AirPlay,Vidéo avec AirPlay,וידאו של AirPlay,AirPlay वीडियो,Video AirPlay,AirPlay-videó,Video AirPlay,Riproduci video tramite AirPlay,AirPlayビデオ,비디오 AirPlay,Video AirPlay,AirPlay-video,AirPlay-video,Wideo AirPlay,Vídeo do AirPlay,Vídeo com AirPlay,Video prin AirPlay,Видеотрансляция AirPlay,AirPlay Video,AirPlay-video,วิดีโอ AirPlay,AirPlay Video,Відтворити відео через AirPlay,Video AirPlay,隔空播放视频,AirPlay影片,AirPlay影片
61502,قائمة نوتات موسيقية,Llista de notes musicals,Notový seznam,Liste med nodetegn,Musiknote – Liste,Λίστα με μουσικές νότες,Music Note List,Music Note List,Music Note List,Lista de notas musicales,Lista de notas musicales,Nuottilista,Liste de notes de musique,Liste de notes de musique,רשימת תווים מוזיקליים,संगीत नोट सूची,Popis glazbenih nota,Hangjegyek listája,Daftar Not Musik,Elenco di note musicali,ミュージック（音符とリスト）,음표 목록,Senarai Not Muzik,Muzieknoot met lijst,Musikknoteliste,Zapis nutowy,Lista de Notas Musicais,Lista de notas musicais,Listă note muzicale,Музыкальные ноты (список),Notový záznam,Musiknotlista,ลิสต์โน้ตดนตรี,Müzik Notası Listesi,Список музичних нот,Danh sách nốt nhạc,音符列表,音符列表,音符列表
61503,نوتة موسيقية,Nota musical,Nota,Nodetegn,Musiknote,Μουσική νότα,Music Note,Music Note,Music Note,Nota musical,Nota musical,Nuotti,Note de musique,Note de musique,תו מוזיקלי,संगीत नोट,Glazbena nota,Hangjegy,Not Musik,Nota musicale,ミュージック（音符）,음표,Not Muzik,Muzieknoot,Musikknote,Nuta,Nota Musical,Nota musical,Notă muzicală,Музыкальная нота,Hudobná nota,Musiknot,โน้ตดนตรี,Müzik Notası,Музична нота,Nốt nhạc,音符,音符,音符
61504,حزمة مكدسة مربعة للموسيقى,Pila de quadrats de música,Čtvercový stoh s notami,Kvadratisk stak med musik,Quadratischer Stapel – Musik,Τετράγωνη στοίβα μουσικής,Music Square Stack,Music Square Stack,Music Square Stack,Pila cuadrada de música,Elementos musicales cuadrados apilados,Musiikki neliöpinossa,Pile de carrés avec musique,Pile carrée avec musique,ערימת ריבועי מוסיקה,संगीत वर्ग स्टैक,Kvadratni stog glazbe,Négyzet alakú zenei pakli,Tumpukan Persegi Musik,Raccolta di quadrati con nota musicale,ミュージック（正方形のスタック）,음악 정사각형 스택,Tindanan Segi Empat Sama Muzik,Vierkante muziekstapel,Musikk kvadratisk stabel,Stos kwadratowy (muzyka),Conjunto Quadrado de Música,Pilha de quadrados com nota musical,Stivă pătrată cu muzică,Музыка (квадраты стопкой),Kopa štvorcov so symbolom hudby,Kvadratisk musiktrave,กองสี่เหลี่ยมดนตรี,Müzik Kare Yığını,Квадратний стос нот,Ngăn xếp vuông nhạc,音乐正方形堆,音樂正方形疊放,音樂方形堆疊
61505,مسار شكل الموجة للموسيقى,Camí d’ona musical,Vlnový průběh hudby,Bølgeform til musik,Wellenformpfad – Musik,Διαδρομή κυματομορφής μουσικής,Music Waveform Path,Music Waveform Path,Music Waveform Path,Trazo en forma de onda musical,Forma de onda musical,Musiikki aaltomuotona,Forme d’onde musicale,Chemin de forme d’onde musicale,נתיב צורת גל מוזיקלי,संगीत वेवफ़ॉर्म पथ,Putanja valnog oblika glazbe,Zenei hullámforma útvonala,Jalur Bentuk Gelombang Musik,Forma d'onda musicale,ミュージック（波形パス）,음악 음파 경로,Laluan Bentuk Gelombang Muzik,Muziek in golfvorm,Musikk bølgeform,Kształt fali (muzyka),Caminho de Forma de Onda de Música,Forma de onda sonora,Traseu formă de undă muzică,Музыка (волновая форма),Hudobná vlna,Musikvågform,เส้นรูปคลื่นของเสียงดนตรี,Müzik Dalga Biçimi Yolu,Шлях форми музичної хвилі,Đường sóng nhạc,音乐波形路径,音樂波形路徑,音樂波形路徑
61586,شكل موجة,Forma d’ona,Vlnový průběh,Bølgeform,Wellenform,Κυματομορφή,Waveform,Waveform,Waveform,Onda,Onda,Aaltomuoto,Forme d’onde,Forme d’onde,צורת גל,तरंग,Oblik vala,Hullámforma,Bentuk Gelombang,Forma d'onda,波形,파형,Bentuk Gelombang,Golfvorm,Bølgeform,Kształt fali,Forma de Onda,Forma de onda,Formă de undă,Волновая форма,Tvar vlny,Vågform,รูปคลื่นเสียง,Dalga Biçimi,Форма хвилі,Dạng sóng,波形,波形,波形
61506,تشغيل Live Photo للموسيقى,Reproduir Live Photo amb música,Symbol přehrání pro Live Photo,Live Photo med knappen afspil,Musik-Live Photo – Wiedergabe,Αναπαραγωγή Live Photo με μουσική,Music Live Photo Play,Music Live Photo Play,Music Live Photo Play,Reproducir Live Photo de Música,Reproducción de música de Live Photo,Musiikin ja Live Photon toisto,Lecture de Live Photo avec musique,Lecture de Live Photo avec musique,מוסיקת Live Photo עם סימן הפעל,संगीत Live Photo चलाएँ,Reprodukcija fotografije glazbe uživo,Zenei Live Photo lejátszása,Pemutaran Live Photo Musik,Simbolo di riproduzione di Live Photo con musica,ミュージック（Live Photos再生）,음악 Live Photo 재생,Main Live Photo Muzik,Muziek Live Photo afspelen,Spill av musikk eller Live Photo,Odtwarzanie muzycznego Live Photo,Reproduzir em Live Photo de Música,Reproduzir Live Photo de música,Redare Live Photo cu muzică,"Музыка (Live Photo, воспроизведение)",Prehrať Live fotku s hudbou,Spela musik i Live Photo-bild,เล่น Live Photos ดนตรี,Müzik Live Photo Oynat,"Live Photo музики, що відтворюється",Phát Live Photo nhạc,音乐实况照片播放,音樂原況相片播放,音樂原況照片播放
61507,‏Live Photo للموسيقى,Live Photo amb música,Hudební Live Photo,Live Photo med musik,Musik-Live Photo,Live Photo με μουσική,Music Live Photo,Music Live Photo,Music Live Photo,Live Photo de música,Música de Live Photo,Musiikki ja Live Photo,Live Photo avec musique,Live Photo avec musique,מוסיקת Live Photo,संगीत Live Photo,Fotografija glazbe uživo,Zenei Live Photo,Live Photo Musik,Live Photo con musica,ミュージック（Live Photos）,음악 Live Photo,Live Photo Muzik,Muziek Live Photo,Musikk Live Photo,Muzyczne Live Photo,Live Photo de Música,Live Photo de música,Live Photo cu muzică,Музыка (Live Photo),Live fotka s hudbou,Musik i Live Photo-bild,Live Photos ดนตรี,Müzik Live Photo,Live Photo музики,Live Photo nhạc,音乐实况照片,音樂原況相片,音樂原況照片
61508,حركة بطيئة,Càmera lenta,Zpomalený pohyb,Slowmotion,Zeitlupe,Αργή κίνηση,Slowmo,Slowmo,Slowmo,Cámara lenta,Cámara lenta,Hidastus,Ralenti,Ralenti,הילוך איטי,धीमी गति,Usporeno,Lassított felvétel,Slowmo,Slow motion,スローモーション,슬로 모션,Slowmo,Slomo,Sakte film,Zwolnione tempo,Câmera Lenta,Câmara lenta,Ralanti,Значок замедленного воспроизведения,Spomalené,Slowmotion,สโลว์โมชั่น,Ağır Çekim,Сповільнене відтворення,Quay chậm,慢动作,慢動作,慢動作
61509,تصوير سريع,Timelapse,Časosběr,Tidsforløb,Zeitraffer,Παρέλευση χρόνου,Timelapse,Time lapse,Timelapse,Time-lapse,Cámara rápida,Timelapse,Accéléré,Accéléré,קיטועי זמן,समय अंतराल,Ubrzana snimka,Timelapse,Selang Waktu,Timelapse,タイムラプス,타임랩스,Selang Masa,Timelapse,Tidsforløp,Film poklatkowy,Timelapse,Time‑lapse,Time‑lapse,Таймлапс,Časozber,Upp­snabbat,ไทม์แลปส์,Hızlı Çekim,Інтервальна зйомка,Tua nhanh thời gian,延时摄影,縮時攝影,縮時攝影
61510,شارة تقويم: علامة زائد,Més a la icona de calendari,Kalendář s odznakem plus,Kalender med plustegn,Kalenderkennzeichen – Pluszeichen,Ταμπέλα ημερολογίου «συν»,Calendar Badge Plus,Calendar Badge Plus,Calendar Badge Plus,Signo más de calendario,Signo de más de calendario,Kalenteri ja plusmerkki,Pictogramme de calendrier avec signe plus,Pastille de calendrier « Plus »,סימן פלוס בדף לוח שנה,कैलेंडर बैज प्लस,Kalendarski bedž plus,Naptárjelvény: pluszjel,Tanda Kalender Plus,Calendario con segno più,カレンダー（プラス記号のバッジ付き）,더하기 캘린더 배지,Tanda Tambah Lencana Kalendar,Agenda met plusteken,Kalender merket med plusstegn,Plus (plakietka kalendarza),Aviso de Calendário com Sinal de Adição,Calendário com emblema de sinal de mais,Insignă de calendar cu semnul plus,Знак плюс (наклейка календаря),Odznak plus na kalendári,Kalenderbricka med plustecken,เครื่องหมายบวกในป้ายกำกับของปฏิทิน,Takvim’de Artı İşareti,Значок календаря зі знаком плюса,Dấu cộng biểu tượng lịch,日历带加号标志,日曆標記加號,行事曆標記加號
61511,شارة تقويم: علامة تعجب,Exclamació a la icona de calendari,Kalendář s odznakem vykřičníku,Kalender med udråbstegn,Kalenderkennzeichen – Ausrufezeichen,Ταμπέλα ημερολογίου «θαυμαστικό»,Calendar Badge Exclamation,Calendar Badge Exclamation,Calendar Badge Exclamation,Exclamación de calendario,Signo de exclamación de calendario,Kalenteri ja huutomerkki,Pictogramme de calendrier avec point d’exclamation,Pastille de calendrier « Exclamation »,סימן קריאה בדף לוח שנה,कैलेंडर बैज विस्मयादिबोधक,Kalendarski bedž uskličnik,Naptárjelvény: felkiáltójel,Tanda Seru Tanda Kalender,Calendario con punto esclamativo,カレンダー（感嘆符のバッジ付き）,느낌표 캘린더 배지,Tanda Seru Lencana Kalendar,Agenda met uitroepteken,Kalender merket med utropstegn,Wykrzyknik (plakietka kalendarza),Aviso de Calendário com Exclamação,Calendário com emblema de ponto de exclamação,Insignă de calendar cu semnul exclamării,Восклицательный знак (наклейка календаря),Odznak výkričník na kalendári,Kalenderbricka med utropstecken,เครื่องหมายตกใจในป้ายกำกับของปฏิทิน,Takvim’de Ünlem İşareti,Значок календаря зі знаком оклику,Dấu chấm than biểu tượng lịch,日历带感叹号标志,日曆標記感嘆號,行事曆標記驚嘆號
61512,المؤقِت,Temporitzador,Minutka,Tidtagning,Timer,Χρονοδιακόπτης,Timer,Timer,Timer,Temporizador,Temporizador,Ajastin,Minuteur,Minuteur,ספירה לאחור,टाइमर,Brojač,Időzítő,Timer,Timer,タイマー,타이머,Pemasa,Timer,Nedtelling,Minutnik,Timer,Temporizador,Temporizator,Таймер,Časovač,Timer,นาฬิกานับถอยหลัง,Sayaç,Таймер,Hẹn giờ,计时器,計時器,計時器
61513,مؤقت في مربع,Quadrat de temporitzador,Minutka ve čtverečku,Tidtagning i kvadrat,Timer – Quadrat,Τετράγωνος χρονοδιακόπτης,Timer Square,Timer Square,Timer Square,Cuadrado con temporizador,Temporizador cuadrado,Ajastin neliössä,Minuteur dans un carré,Minuteur carré,ספירה לאחור בתוך ריבוע,टाइमर वर्ग,Brojač u kvadratu,Időzítő egy négyzetben,Persegi Timer,Quadrato con timer,タイマー（四角）,정사각형 타이머,Segi Empat Sama Pemasa,Timer in vierkant,Kvadratisk nedtelling,Minutnik kwadratowy,Timer Quadrado,Temporizador num quadrado,Temporizator pătrat,Таймер в квадрате,Časovač vo štvorci,Timer i kvadrat,นาฬิกานับถอยหลังอยู่ในสี่เหลี่ยม,Kare Sayaç,Квадрат таймера,Hình vuông hẹn giờ,计时器正方形,正方形計時器,計時器方形
61514,كتابة,Redactar,Psaní,Ny besked,Erstellen,Σύνταξη,Compose,Compose,Compose,Redactar,Redactar,Uusi viesti,Rédiger,Rédiger,כתוב,लिखें,Sastavi,Írás,Tulis,Scrivi,新規作成,작성,Karang,Nieuw,Ny melding,Utwórz,Redigir,Compor,Compunere,Значок «Написать»,Napísať,Skapa,เขียน,Oluştur,Написати,Soạn thảo,编写,編寫,編寫
61515,تكرار,Duplicar,Duplikování,Dubler,Duplizieren,Δημιουργία διπλότυπου,Duplicate,Duplicate,Duplicate,Duplicar,Duplicar,Monista,Dupliquer,Dupliquer,שכפל,नक़ल बनाएँ,Dupliciraj,Megkettőzés,Duplikatkan,Duplica,複製,복제,Duplikasi,Dupliceer,Dupliser,Powiel,Duplicar,Duplicar,Duplicare,Значок «Дублировать»,Duplikovať,Duplicera,ทำสำเนา,Çoğalt,Дублювати,Nhân bản,复制,製作副本,複製
